model_name,threshold,default_accuracy,default_f1_score,accuracy,precision,recall,f1_score,roc_auc,pr_auc,confusion_matrix,training_time,status
hgb_full_train_lr0.08_leaf15_l20.01,0.38,0.8708499335989376,0.7153519683887019,0.8585657370517928,0.6925907752698724,0.762972972972973,0.7260802469135802,0.9266218714312904,0.828808257452424,"[[10107, 1253], [877, 2823]]",1.569169282913208,ok
