experiment_id,seed,model_name,is_dp,dataset,train_size,test_size,input_dim,epochs,batch_size,learning_rate,optimizer,momentum,noise_multiplier,max_grad_norm,delta,epsilon,accuracy,precision,recall,f1_score,confusion_matrix,roc_auc,pr_auc,training_time,notes
dp_mlp_bs_256_clip_1p0_noise_0p5_seed_42,42,dp_sgd_mlp,True,uci_adult,30162,15060,104,20,256,0.05,sgd,0.9,0.5,1.0,1e-05,16.866018589908,0.8525232403718459,0.7492416582406471,0.6008108108108108,0.6668666566671666,"[[10616, 744], [1477, 2223]]",0.9077863532546632,0.7781399079147403,58.80972218513489,DP-SGD with Opacus PrivacyEngine
dp_mlp_bs_256_clip_1p0_noise_0p8_seed_42,42,dp_sgd_mlp,True,uci_adult,30162,15060,104,20,256,0.05,sgd,0.9,0.8,1.0,1e-05,3.906271336210015,0.852456839309429,0.7529089664613279,0.5945945945945946,0.6644518272425249,"[[10638, 722], [1500, 2200]]",0.9070225423486866,0.7770710669434794,69.18108201026917,DP-SGD with Opacus PrivacyEngine
dp_mlp_bs_256_clip_1p0_noise_1p0_seed_42,42,dp_sgd_mlp,True,uci_adult,30162,15060,104,20,256,0.05,sgd,0.9,1.0,1.0,1e-05,2.3533992349495967,0.851792828685259,0.7534530386740331,0.5897297297297297,0.6616130988477865,"[[10646, 714], [1518, 2182]]",0.9063872644651694,0.7760182221754063,72.87038040161133,DP-SGD with Opacus PrivacyEngine
dp_mlp_bs_256_clip_1p0_noise_1p5_seed_42,42,dp_sgd_mlp,True,uci_adult,30162,15060,104,20,256,0.05,sgd,0.9,1.5,1.0,1e-05,1.21430041194964,0.849667994687915,0.7474155754651964,0.5862162162162162,0.6570736140563466,"[[10627, 733], [1531, 2169]]",0.9047144913399315,0.7728269149467397,66.67143368721008,DP-SGD with Opacus PrivacyEngine
dp_mlp_bs_256_clip_1p0_noise_2p0_seed_42,42,dp_sgd_mlp,True,uci_adult,30162,15060,104,20,256,0.05,sgd,0.9,2.0,1.0,1e-05,0.8305657243586407,0.848539176626826,0.7430626927029804,0.5862162162162162,0.6553860099712947,"[[10610, 750], [1531, 2169]]",0.9029029548915113,0.7687934013751472,64.67282438278198,DP-SGD with Opacus PrivacyEngine
dp_mlp_bs_256_clip_1p0_noise_3p0_seed_42,42,dp_sgd_mlp,True,uci_adult,30162,15060,104,20,256,0.05,sgd,0.9,3.0,1.0,1e-05,0.5124487055209154,0.846547144754316,0.7351845580765324,0.5867567567567568,0.6526379077108072,"[[10578, 782], [1529, 2171]]",0.8984446374191094,0.7587814355510767,66.00013208389282,DP-SGD with Opacus PrivacyEngine
