experiment_id,seed,model_name,model_variant,is_dp,dataset,train_size,test_size,input_dim,epochs,batch_size,learning_rate,optimizer,momentum,noise_multiplier,max_grad_norm,hidden_dims,dropout,delta,epsilon,accuracy,precision,recall,f1_score,confusion_matrix,roc_auc,pr_auc,training_time,notes,status,device,reference_f1,f1_drop_vs_reference
dp_mlp_bs_256_clip_3p0_noise_0p5_seed_42,42,dp_sgd_mlp,mlp_128_64_d0p1,True,uci_adult,30162,15060,104,20,256,0.05,sgd,0.9,0.5,3.0,128-64,0.1,1e-05,16.866018589908,0.853253652058433,0.7542662116040956,0.5972972972972973,0.6666666666666666,"[[10640, 720], [1490, 2210]]",0.9072270294061668,0.7781514545834645,23.48595881462097,DP-SGD with Opacus PrivacyEngine,ok,cuda,0.7272952853598015,0.06062861869313485
dp_mlp_bs_256_clip_0p5_noise_1p0_seed_42,42,dp_sgd_mlp,mlp_128_64_d0p1,True,uci_adult,30162,15060,104,20,256,0.05,sgd,0.9,1.0,0.5,128-64,0.1,1e-05,2.3533992349495967,0.85,0.7541446208112875,0.5778378378378378,0.6543228768171385,"[[10663, 697], [1562, 2138]]",0.9069632898743815,0.7747912390054201,23.268301725387573,DP-SGD with Opacus PrivacyEngine,ok,cuda,0.7272952853598015,0.07297240854266296
dp_mlp_bs_256_clip_1p0_noise_1p0_seed_42,42,dp_sgd_mlp,mlp_128_64_d0p1,True,uci_adult,30162,15060,104,20,256,0.05,sgd,0.9,1.0,1.0,128-64,0.1,1e-05,2.3533992349495967,0.852390438247012,0.7593958552862663,0.5843243243243244,0.6604551703070108,"[[10675, 685], [1538, 2162]]",0.9073814117814999,0.7770054109833987,22.702390909194946,DP-SGD with Opacus PrivacyEngine,ok,cuda,0.7272952853598015,0.06684011505279064
dp_mlp_bs_256_clip_2p0_noise_1p0_seed_42,42,dp_sgd_mlp,mlp_128_64_d0p1,True,uci_adult,30162,15060,104,20,256,0.05,sgd,0.9,1.0,2.0,128-64,0.1,1e-05,2.3533992349495967,0.8516600265604249,0.759377211606511,0.58,0.6576769843702115,"[[10680, 680], [1554, 2146]]",0.9049812047963456,0.7746272414242953,23.674850463867188,DP-SGD with Opacus PrivacyEngine,ok,cuda,0.7272952853598015,0.06961830098958999
dp_mlp_bs_256_clip_3p0_noise_1p0_seed_42,42,dp_sgd_mlp,mlp_128_64_d0p1,True,uci_adult,30162,15060,104,20,256,0.05,sgd,0.9,1.0,3.0,128-64,0.1,1e-05,2.3533992349495967,0.850597609561753,0.7487989018531228,0.5897297297297297,0.6598125188993045,"[[10628, 732], [1518, 2182]]",0.9040639631709174,0.7732500166221155,22.884241104125977,DP-SGD with Opacus PrivacyEngine,ok,cuda,0.7272952853598015,0.067482766460497
dp_mlp_bs_256_clip_0p5_noise_2p0_seed_42,42,dp_sgd_mlp,mlp_128_64_d0p1,True,uci_adult,30162,15060,104,20,256,0.05,sgd,0.9,2.0,0.5,128-64,0.1,1e-05,0.8305657243586407,0.848871181938911,0.7583454281567489,0.5648648648648649,0.6474597273853779,"[[10694, 666], [1610, 2090]]",0.9048815783212789,0.7709817547781178,22.765351057052612,DP-SGD with Opacus PrivacyEngine,ok,cuda,0.7272952853598015,0.07983555797442354
dp_mlp_bs_256_clip_1p0_noise_2p0_seed_42,42,dp_sgd_mlp,mlp_128_64_d0p1,True,uci_adult,30162,15060,104,20,256,0.05,sgd,0.9,2.0,1.0,128-64,0.1,1e-05,0.8305657243586407,0.84933598937583,0.7635359116022099,0.5602702702702703,0.6462977396726423,"[[10718, 642], [1627, 2073]]",0.90319142558051,0.7700443973643823,22.744591236114502,DP-SGD with Opacus PrivacyEngine,ok,cuda,0.7272952853598015,0.08099754568715922
dp_mlp_bs_256_clip_2p0_noise_2p0_seed_42,42,dp_sgd_mlp,mlp_128_64_d0p1,True,uci_adult,30162,15060,104,20,256,0.05,sgd,0.9,2.0,2.0,128-64,0.1,1e-05,0.8305657243586407,0.847476759628154,0.7484945093871768,0.5710810810810811,0.6478614134600644,"[[10650, 710], [1587, 2113]]",0.8994986319946708,0.7620928215584953,22.614670038223267,DP-SGD with Opacus PrivacyEngine,ok,cuda,0.7272952853598015,0.07943387189973705
dp_mlp_bs_256_clip_3p0_noise_2p0_seed_42,42,dp_sgd_mlp,mlp_128_64_d0p1,True,uci_adult,30162,15060,104,20,256,0.05,sgd,0.9,2.0,3.0,128-64,0.1,1e-05,0.8305657243586407,0.8416998671978752,0.7267401791867677,0.57,0.638897303847319,"[[10567, 793], [1591, 2109]]",0.8896280690902171,0.7409051473796027,23.05394458770752,DP-SGD with Opacus PrivacyEngine,ok,cuda,0.7272952853598015,0.08839798151248246
dp_mlp_bs_256_clip_0p5_noise_3p0_seed_42,42,dp_sgd_mlp,mlp_128_64_d0p1,True,uci_adult,30162,15060,104,20,256,0.05,sgd,0.9,3.0,0.5,128-64,0.1,1e-05,0.5124487055209154,0.8464143426294821,0.7567567567567568,0.5524324324324325,0.6386502109045462,"[[10703, 657], [1656, 2044]]",0.9019623858012943,0.7657622930550849,25.008167266845703,DP-SGD with Opacus PrivacyEngine,ok,cuda,0.7272952853598015,0.08864507445525527
